slug,titulo,ano,tipo,qualidade,generos,download,meta_chars,title_chars
cinquenta-tons-de-cinza,Cinquenta Tons de Cinza,2015,Filme,1080p,3,True,119,66
a-serie-pokemon-horizontes-1a-temporada,A Série Pokémon: Horizontes 1ª Temporada,2026,Série,1080p,0,True,136,83
caixa-preta-voo-298,Caixa Preta (Voo 298),2026,Filme,1080p,2,True,117,64
o-silencio-das-ostras,O Silêncio das Ostras,2025,Filme,1080p,1,True,117,64
retratos-de-uma-obsessao,Retratos de Uma Obsessão,2002,Filme,1080p,2,True,120,67
passageiro-do-mal,Passageiro do Mal,2026,Filme,1080p,2,True,113,60
minions-o-filme,Minions: O Filme,2015,Filme,1080p,4,True,112,59
forbidden-fruits,Forbidden Fruits,2026,Filme,1080p,1,True,112,59
o-advogado-de-deus,O Advogado de Deus,2026,Filme,1080p,1,True,114,61
braddock-3-o-resgate,Braddock 3: O Resgate,1988,Filme,1080p,2,True,117,64
sem-nada-a-perder,Sem Nada a Perder,2026,Filme,1080p,2,True,113,60
the-furious,The Furious,2026,Filme,1080p,2,True,107,54
portoes-do-inferno,Portões do Inferno,2025,Filme,1080p,3,True,114,61
um-pesadelo-maravilhoso,Um Pesadelo Maravilhoso,2026,Filme,1080p,3,True,119,66
insonia,Insônia,2002,Filme,1080p,3,True,103,50
beyond-the-boundary-1a-temporada,Beyond the Boundary 1ª Temporada,2013,Série,1080p,0,True,128,75
refugio-de-inverno,Refúgio de Inverno,2026,Filme,1080p,1,True,114,61
cinquenta-tons-de-liberdade,Cinquenta Tons de Liberdade,2018,Filme,1080p,2,True,123,70
acorda-leonard,"Acorda, Leonard",2022,Filme,1080p,2,True,111,58
bna-1a-temporada,BNA 1ª Temporada,2020,Série,1080p,0,True,112,59
pressao,Pressão,2026,Filme,1080p,3,True,103,50
uma-amizade-para-recordar,Uma Amizade para Recordar,2025,Filme,1080p,2,True,121,68
fogo-contra-fogo,Fogo Contra Fogo,2023,Filme,1080p,3,True,112,59
balistica,Balística,2026,Filme,1080p,2,True,105,52
obsessao,Obsessão,2026,Filme,1080p,1,True,104,51
escalando-o-everest-de-chinelos,Escalando o Everest de Chinelos,2024,Filme,1080p,1,True,127,74
sicario-terra-de-ninguem,Sicario: Terra de Ninguém,2025,Filme,1080p,2,True,121,68
braddock-2-o-inicio-da-missao,Braddock 2: O Início da Missão,1985,Filme,1080p,3,True,126,73
avatar-o-ultimo-mestre-do-ar-2a-temporada,Avatar: O Último Mestre do Ar 2ª Temporada,2026,Série,1080p,0,True,138,85
aguas-mortais,Águas Mortais,2026,Filme,1080p,2,True,109,56
homem-de-guerra,Homem de Guerra,2026,Filme,1080p,2,True,111,58
o-leao-do-deserto,O Leão do Deserto,2026,Filme,1080p,4,True,113,60
incubus,Incubus,1982,Filme,1080p,2,True,103,50
nao-vale-a-pena-morrer-por-ele,Não Vale a Pena Morrer Por Ele,2022,Filme,1080p,2,True,126,73
sicario-dia-do-soldado,Sicário: Dia do Soldado,2018,Filme,1080p,3,True,119,66
ninguem-mexe-com-a-vovo,Ninguém Mexe com a Vovó,2024,Filme,1080p,3,True,119,66
from-origem-4a-temporada,From (Origem) 4ª Temporada,2026,Série,1080p,0,True,122,69
vapor-humano-1a-temporada,Vapor Humano 1ª Temporada,2026,Série,1080p,0,True,121,68
casamento-sangrento-2-a-viuva,Casamento Sangrento 2: A Viúva,2026,Filme,1080p,2,True,126,73
um-goleiro-muito-improvavel,Um Goleiro Muito Improvável,2026,Filme,1080p,1,True,123,70
nascido-em-4-de-julho,Nascido em 4 de Julho,1989,Filme,1080p,2,True,117,64
braddock-o-super-comando,Braddock: O Super Comando,1984,Filme,1080p,4,True,121,68
hamlet,Hamlet,2026,Filme,1080p,1,True,102,49
rancho-dutton-1a-temporada,Rancho Dutton 1ª Temporada,2026,Série,1080p,0,True,122,69
chaves-colecao-completa,Chaves: Coleção Completa,1972,Série,1080p,0,True,120,67
assassinos-por-natureza,Assassinos por Natureza,1994,Filme,1080p,3,True,119,66
super-choque-1a-a-4a-temporada,Super Choque 1ª a 4ª Temporada,2000,Série,1080p,0,True,126,73
na-zona-cinzenta,Na Zona Cinzenta,2026,Filme,1080p,2,True,112,59
notas-da-ultima-fila-1a-temporada,Notas da Última Fila 1ª Temporada,2026,Série,1080p,0,True,129,76
caverna-do-dragao-colecao-completa,Caverna do Dragão: Coleção Completa,1983,Série,1080p,0,True,131,78
ela-danca-eu-danco-colecao,"Ela Dança, Eu Danço: Coleção",2006,Filme,1080p,1,True,124,71
sem-censura-a-historia-de-robin-byrd,Sem Censura: A História de Robin Byrd,2026,Filme,1080p,1,True,133,80
resident-alien-4a-temporada,Resident Alien 4ª Temporada,2025,Série,1080p,0,True,123,70
james-bond-colecao,James Bond: Coleção,1962,Filme,1080p,1,True,115,62
enola-holmes,Enola Holmes,2020,Filme,1080p,3,True,108,55
as-aventuras-de-jackie-chan-colecao-completa,As Aventuras de Jackie Chan: Coleção Completa,2000,Série,1080p,0,True,141,88
drag-queens-contra-zumbis,Drag Queens Contra Zumbis,2025,Filme,1080p,2,True,121,68
velozes-furiosos-colecao,Velozes & Furiosos: Coleção,2001,Filme,1080p,1,True,123,70
enola-holmes-2,Enola Holmes 2,2022,Filme,1080p,3,True,110,57
baby-looney-tunes-colecao-completa,Baby Looney Tunes: Coleção Completa,2002,Série,1080p,0,True,131,78
liga-da-justica-1a-a-2a-temporada,Liga da Justiça 1ª a 2ª Temporada,2001,Série,1080p,0,True,129,76
clika,Clika,2026,Filme,1080p,3,True,101,48
halloween-colecao,Halloween: Coleção,1978,Filme,1080p,1,True,114,61
enola-holmes-3,Enola Holmes 3,2026,Filme,1080p,4,True,110,57
possuidos-3,Possuídos,2007,Filme,1080p,3,True,105,52
william-tell-o-guerreiro,William Tell: O Guerreiro,2025,Filme,1080p,4,True,121,68
uma-testemunha-nada-protegida,Uma Testemunha Nada Protegida,2008,Filme,1080p,4,True,125,72
os-doomies-1a-temporada,OS DOOMIES 1ª Temporada,2026,Série,1080p,0,True,119,66
sob-o-codigo-da-honra,Sob o Código da Honra,2025,Filme,1080p,4,True,117,64
trolls-o-ritmo-continua-1a-a-6a-temporada,Trolls: O Ritmo Continua! 1ª a 6ª Temporada,2018,Série,1080p,0,True,139,86
os-herois-de-halyard,Os Heróis de Halyard,2023,Filme,1080p,3,True,116,63
killhouse,Killhouse,2026,Filme,1080p,4,True,105,52
little-brother,Little Brother,2026,Filme,1080p,1,True,110,57
o-urso-5a-temporada,O Urso 5ª Temporada,2026,Série,1080p,0,True,115,62
o-velho-fusca,O Velho Fusca,2025,Filme,1080p,2,True,109,56
down-o-elevador-da-morte,Down: O Elevador da Morte,2025,Filme,1080p,2,True,121,68
pica-pau-1a-a-3a-temporada,Pica-Pau 1ª a 3ª Temporada,1999,Série,1080p,0,True,122,69
o-trem-do-terror,O Trem do Terror,1980,Filme,1080p,2,True,112,59
tomando-rumo,Tomando Rumo,2026,Filme,1080p,1,True,108,55
invasao-do-mundo-batalha-de-los-angeles,Invasão do Mundo: Batalha de Los Angeles,2011,Filme,1080p,2,True,136,83
fazendo-as-pazes-com-o-passado,Fazendo as Pazes com o Passado,2023,Filme,1080p,1,True,126,73
vares-x,Vares X,2024,Filme,1080p,2,True,103,50
rastreado,Rastreado,2026,Filme,1080p,2,True,105,52
jose-do-egito-1a-temporada,José do Egito 1ª Temporada,2013,Série,1080p,0,True,122,69
os-cavaleiros-do-zodiaco-colecao-completa,Os Cavaleiros do Zodíaco: Coleção Completa,1986,Série,1080p,0,True,138,85
orgulho-e-preconceito,Orgulho e Preconceito,2005,Filme,1080p,2,True,117,64
rocky-colecao,Rocky: Coleção,1976,Filme,1080p,1,True,110,57
chum,Chum,2026,Filme,1080p,2,True,100,47
knd-a-turma-do-bairro-1a-a-6a-temporada,KND: A Turma do Bairro 1ª a 6ª Temporada,2002,Série,1080p,0,True,136,83
a-maldicao-do-casamento,A Maldição do Casamento,2026,Filme,1080p,2,True,119,66
chris-e-martina-o-ultimo-set,Chris e Martina: O Último Set,2026,Filme,1080p,1,True,125,72
presos-com-o-demonio,Presos com o Demônio,2022,Filme,1080p,1,True,116,63
sharks-in-prague,Sharks In Prague,2025,Filme,1080p,2,True,112,59
o-cravista,O Cravista,2026,Filme,1080p,2,True,106,53
squatch,Squatch,2026,Filme,1080p,1,True,103,50
a-texas-nightmare,A Texas Nightmare,2025,Filme,1080p,2,True,113,60
a-lenda-de-vox-machina-4a-temporada,A Lenda de Vox Machina 4ª Temporada,2026,Série,1080p,0,True,131,78
vidas-entrelacadas,Vidas Entrelaçadas,2026,Filme,1080p,1,True,114,61
dinheiro-facil,Dinheiro Fácil,2023,Filme,1080p,3,True,110,57
affection,Affection,2026,Filme,1080p,2,True,105,52
o-passado-nunca-morre,O Passado Nunca Morre,2026,Filme,1080p,3,True,117,64
o-incrivel-circo-digital-1a-temporada,O Incrível Circo Digital 1ª Temporada,2025,Série,1080p,0,True,133,80
era-uma-vez-minha-mae,Era Uma Vez Minha Mãe,2025,Filme,1080p,2,True,117,64
inapropriados-para-o-trabalho-1a-temporada,Inapropriados para o Trabalho 1ª Temporada,2026,Série,1080p,0,True,138,85
ruas-da-gloria,Ruas da Glória,2026,Filme,1080p,1,True,110,57
a-maldicao,A Maldição,1996,Filme,1080p,2,True,106,53
dolly-a-boneca-maldita,Dolly: A Boneca Maldita,2026,Filme,1080p,1,True,119,66
busboys,Busboys,2026,Filme,1080p,1,True,103,50
is-god-is,Is God Is,2026,Filme,1080p,3,True,105,52
jogada-da-vida,Jogada da Vida,2024,Filme,1080p,3,True,110,57
a-agencia-2a-temporada,A Agência 2ª Temporada,2026,Série,1080p,0,True,118,65
we-can-t-leave,We Can't Leave,2025,Filme,1080p,1,True,110,57
so-voce,Só Você,2023,Filme,1080p,2,True,103,50
r-j-decker-investigador-privado-1a-temporada,R.J. Decker: Investigador Privado 1ª Temporada,2026,Série,1080p,0,True,142,89
os-bons-se-vestem-de-negro,Os Bons se Vestem de Negro,1978,Filme,1080p,1,True,122,69
as-ovelhas-detetives,As Ovelhas Detetives,2026,Filme,1080p,3,True,116,63
descendentes-colecao,Descendentes: Coleção,2015,Filme,1080p,1,True,117,64
descendentes-3,Descendentes 3,2019,Filme,1080p,3,True,110,57
descendentes,Descendentes,2015,Filme,1080p,3,True,108,55
bourne-colecao,Bourne: Coleção,2002,Filme,1080p,1,True,111,58
jogos-mortais-colecao,Jogos Mortais: Coleção,2005,Filme,1080p,1,True,118,65
um-dia-de-cada-vez,Um Dia de Cada Vez,2024,Filme,1080p,3,True,114,61
viagem-gelada-o-resgate-do-urso-polar,Viagem Gelada: O Resgate do Urso Polar,2022,Filme,1080p,4,True,134,81
descendentes-2,Descendentes 2,2017,Filme,1080p,3,True,110,57
toy-story-2,Toy Story 2,1999,Filme,1080p,4,True,107,54
toy-story-3,Toy Story 3,2010,Filme,1080p,4,True,107,54
planeta-dos-macacos-original-colecao,Planeta dos Macacos (Original) Coleção,1968,Filme,1080p,1,True,134,81
kung-fu-panda-colecao,Kung Fu Panda: Coleção,2008,Filme,1080p,1,True,118,65
a-influencer,A Influencer,2024,Filme,1080p,1,True,108,55
espirito-assassino,Espírito Assassino,1986,Filme,1080p,3,True,114,61
citizen-vigilante,Citizen Vigilante,2026,Filme,1080p,2,True,113,60
toy-story,Toy Story,1995,Filme,1080p,4,True,105,52
vinganca-obsessiva,Vingança Obsessiva,1989,Filme,1080p,2,True,114,61
hitpig-o-heroi-da-bicharada,Hitpig! O Herói da Bicharada,2024,Filme,1080p,4,True,124,71
morte-na-fronteira,Morte na Fronteira,2023,Filme,1080p,2,True,114,61
toy-story-4,Toy Story 4,2019,Filme,1080p,4,True,107,54
perigo-nas-alturas,Perigo nas Alturas,2024,Filme,1080p,2,True,114,61
refens-na-noite,Reféns na Noite,2024,Filme,1080p,2,True,111,58
busca-implacavel-colecao,Busca Implacável: Coleção,2008,Filme,1080p,1,True,121,68
descendentes-a-ascensao-de-copas,Descendentes: A Ascensão de Copas,2024,Filme,1080p,3,True,129,76
maridos-em-acao,Maridos em Ação,2026,Filme,1080p,2,True,111,58
parto-maldito,Parto Maldito,2025,Filme,1080p,2,True,109,56
hokum-o-pesadelo-da-bruxa,Hokum: O Pesadelo da Bruxa,2026,Filme,1080p,1,True,122,69
eu-vou-te-encontrar-1a-temporada,Eu Vou Te Encontrar 1ª Temporada,2026,Série,1080p,0,True,128,75
missao-improvavel,Missão - Improvável,2025,Filme,1080p,3,True,115,62
dark-places,Dark Places,2026,Filme,1080p,1,True,107,54
o-espetacular-homem-aranha-2-a-ameaca-de-electro,O Espetacular Homem-Aranha 2: A Ameaça de Electro,2014,Filme,1080p,3,True,145,92
god-of-frogs,God of Frogs,2026,Filme,1080p,1,True,108,55
homem-aranha-sem-volta-para-casa,Homem-Aranha: Sem Volta Para Casa,2021,Filme,1080p,3,True,129,76
vulcao-fogo-debaixo-da-terra,Vulcão: Fogo debaixo da Terra,2025,Filme,1080p,1,True,125,72
elshater,Elshater,2025,Filme,1080p,2,True,104,51
homem-aranha-3,Homem-Aranha 3,2007,Filme,1080p,3,True,110,57
homem-aranha-2,Homem-Aranha 2,2004,Filme,1080p,3,True,110,57
casa-grande,Casa Grande,2026,Filme,1080p,2,True,107,54
empire-of-lies,Empire of Lies,2026,Filme,1080p,2,True,110,57
homem-aranha-colecao,Homem-Aranha: Coleção,2002,Filme,1080p,1,True,117,64
homem-aranha-de-volta-ao-lar,Homem-Aranha: De Volta ao Lar,2017,Filme,1080p,3,True,125,72
exit-8,Exit 8,2025,Filme,1080p,2,True,102,49
dracula-rise-of-the-vampire,Dracula: Rise of the Vampire,2025,Filme,1080p,3,True,124,71
homem-aranha,Homem-Aranha,2002,Filme,1080p,2,True,108,55
aprendendo-a-licao-1a-temporada,Aprendendo a Lição 1ª Temporada,,Filme,,1,False,103,67
homem-aranha-longe-de-casa,Homem-Aranha: Longe de Casa,2019,Filme,1080p,3,True,123,70
mensagens-para-isabelle,Mensagens para Isabelle,2026,Filme,1080p,2,True,119,66
o-espetacular-homem-aranha,O Espetacular Homem-Aranha,2012,Filme,1080p,3,True,122,69
his-dark-materials-fronteiras-do-universo-3a-temporada,His Dark Materials: Fronteiras do Universo 3ª Temporada,2022,Série,1080p,0,True,151,98
a-magia-do-natal,A Magia do Natal,2024,Filme,1080p,3,True,112,59
brothers-under-fire,Brothers Under Fire,2026,Filme,1080p,4,True,115,62
minha-culpa,Minha Culpa,2023,Filme,1080p,3,True,107,54
conflito-de-interesses-amoroso,Conflito de Interesses Amoroso,2024,Filme,1080p,2,True,126,73
corrida-mortal-colecao,Corrida Mortal: Coleção,2008,Filme,1080p,1,True,119,66
minha-culpa-londres,Minha Culpa: Londres,2025,Filme,1080p,2,True,116,63
corrida-mortal-4-anarquia,Corrida Mortal 4: Anarquia,2018,Filme,1080p,3,True,122,69
amor-paterno,Amor Paterno,2024,Filme,1080p,1,True,108,55
o-sequestro-do-metro-1-2-3,O Sequestro do Metrô 1 2 3,2009,Filme,1080p,3,True,122,69
boy-of-your-dreams-2,Boy Of Your Dreams 2,2026,Filme,1080p,2,True,116,63
ela-e-o-diabo,Ela é o Diabo,1989,Filme,1080p,1,True,109,56
60-dates-in-6-months,60 Dates in 6 Months,2026,Filme,1080p,2,True,116,63
by-his-hand,By His Hand,2026,Filme,1080p,2,True,107,54
his-dark-materials-fronteiras-do-universo-1a-temporada,His Dark Materials: Fronteiras do Universo 1ª Temporada,2019,Série,1080p,0,True,151,98
never-change,Never Change!,2026,Filme,1080p,1,True,109,56
a-loucura-das-colegiais,A Loucura das Colegiais,1973,Filme,1080p,1,True,119,66
his-dark-materials-fronteiras-do-universo-2a-temporada,His Dark Materials: Fronteiras do Universo 2ª Temporada,2020,Série,1080p,0,True,151,98
a-familia-que-escolhi,A Família que Escolhi,2024,Filme,1080p,3,True,117,64
o-segredo-de-widow-s-bay-1a-temporada,O Segredo de Widow's Bay 1ª Temporada,2026,Série,1080p,0,True,133,80
sua-culpa-londres,Sua Culpa: Londres,2026,Filme,1080p,2,True,114,61
o-dia-do-massacre,O Dia do Massacre,2025,Filme,1080p,1,True,113,60
uma-tia-da-pesada-2,Uma Tia da Pesada 2,2025,Filme,1080p,2,True,115,62
capture,Capture,2026,Filme,1080p,1,True,103,50
amazing-elisa,Amazing Elisa,2022,Filme,1080p,1,True,109,56
a-soma-de-todos-os-medos,A Soma de Todos os Medos,,Filme,1080p,3,True,113,60
tita,Titã,2018,Filme,1080p,2,True,100,47
corrida-mortal-2,Corrida Mortal 2,2010,Filme,1080p,3,True,112,59
undertone,undertone,2026,Filme,1080p,2,True,105,52
blades-of-the-guardians-wind-rises-in-the-desert,Blades of the Guardians: Wind Rises in the Desert,2026,Filme,1080p,3,True,145,92
cancao-ao-longe,Canção ao Longe,2023,Filme,1080p,1,True,111,58
corrida-mortal,Corrida Mortal,2008,Filme,1080p,3,True,110,57
projeto-internato,Projeto Internato,2026,Filme,1080p,1,True,113,60
cidade-louca,Cidade Louca,2016,Filme,1080p,2,True,108,55
attraction,Attraction,2017,Filme,1080p,4,True,106,53
master-of-the-universe,Master of the Universe,2026,Filme,1080p,2,True,118,65
mr-x,Mr. X,2026,Filme,1080p,2,True,101,48
virus,Virus,1999,Filme,1080p,3,True,101,48
subspecies-2-a-maldicao-continua,Subspecies 2 - A Maldição Continua,1993,Filme,1080p,1,True,130,77
attraction-2-a-invasao,Attraction 2: A Invasão,2020,Filme,1080p,3,True,119,66
um-pai-em-apuros,Um Pai em Apuros,2026,Filme,1080p,1,True,112,59
todos-a-bordo,Todos a Bordo,2021,Filme,1080p,1,True,109,56
lances-da-vida-1a-a-9a-temporada,Lances da Vida 1ª a 9ª Temporada,2003,Série,1080p,2,True,128,75
os-encantados,Os Encantados,2023,Filme,1080p,1,True,109,56
subspecies-a-geracao-vamp,Subspecies - A Geração Vamp,1991,Filme,1080p,1,True,123,70
corrida-mortal-3-inferno,Corrida Mortal 3: Inferno,2013,Filme,1080p,3,True,121,68
o-homem-que-luta-so,O Homem Que Luta Só,1959,Filme,1080p,1,True,115,62
tentacao,Tentação,1995,Filme,1080p,3,True,104,51
shrek-colecao,Shrek: Coleção,,Filme,,1,True,86,50
boa-sorte-divirta-se-nao-morra,"Boa Sorte, Divirta-se, Não Morra",2026,Filme,1080p,3,True,128,75
deixa-acontecer,Deixa Acontecer,2026,Filme,1080p,3,True,111,58
among-us-1a-temporada,Among Us 1ª Temporada,2026,Série,1080p,0,True,117,64
o-favor,O Favor,2026,Filme,1080p,3,True,103,50
eu-sou-frankelda,Eu sou Frankelda,2026,Filme,1080p,4,True,112,59
coracoes-em-chamas,Corações em Chamas,2025,Filme,1080p,2,True,114,61
a-dama-1a-temporada,A Dama 1ª Temporada,2026,Série,1080p,0,True,115,62
personhood,Personhood,2026,Filme,1080p,2,True,106,53
a-raiz-do-mal,A Raiz do Mal,2025,Filme,1080p,1,True,109,56
agente-zero,Agente Zero,2025,Filme,1080p,2,True,107,54
vigilantes-do-tempo,Vigilantes do Tempo,2023,Filme,1080p,3,True,115,62
ronin,Ronin,1998,Filme,1080p,3,True,101,48
desejo-em-manhattan,Desejo em Manhattan,2026,Filme,1080p,2,True,115,62
colecao-brinquedo-assassino,Coleção Brinquedo Assassino,,Filme,,1,True,99,63
a-cancao-que-me-salvoutorrent-dual-audio-download-kj-um-jovem-cantor-de-rua-em-crise-e-barry-um-veterano-sem-t,"A Canção Que Me SalvouTorrent Dual Áudio Download – KJ, um jovem cantor de rua em crise, e Barry, um veterano sem-teto, encontram esperança e cura na conexão que nasce da música e da amizade. Baixar o filme A Canção Que Me Salvouvia",2025,Filme,1080p,1,True,158,275
o-golpe-final,O Golpe Final,2026,Filme,1080p,2,True,109,56
as-cores-do-mal-preto,As Cores do Mal: Preto,2026,Filme,1080p,4,True,118,65
por-cima-do-seu-cadaver,Por Cima do seu Cadáver,2026,Filme,1080p,3,True,119,66
mortuaria,Mortuária,,Filme,,1,True,81,45
instinto-materno,Instinto Materno,2026,Filme,1080p,2,True,112,59
incondicional-1a-temporada,Incondicional 1ª Temporada,2026,Série,1080p,0,True,122,69
3-dias-para-matar,3 Dias para Matar,2014,Filme,1080p,3,True,113,60
the-capture-3a-temporada,The Capture 3ª Temporada,2026,Série,1080p,0,True,120,67
o-deserto-de-akin,O Deserto de Akin,2025,Filme,1080p,1,True,113,60
depois-daquele-ano-1a-temporada,Depois Daquele Ano 1ª Temporada,,Filme,,1,False,103,67
signal-one,Signal One,2026,Filme,1080p,2,True,106,53
anjos-da-noite,Anjos da Noite,2003,Filme,1080p,4,True,110,57
inventario-de-imagens-perdidas,Inventário de Imagens Perdidas,2025,Filme,1080p,2,True,126,73
the-passenger,The Passenger,2026,Filme,1080p,1,True,109,56
iron-maiden-burning-ambition,Iron Maiden: Burning Ambition,2026,Filme,1080p,2,True,125,72
mortal-kombat-2,Mortal Kombat 2,2026,Filme,1080p,3,True,111,58
anjos-da-noite-o-despertar,Anjos da Noite: O Despertar,2012,Filme,1080p,4,True,123,70
sexa,Sexa,2025,Filme,1080p,3,True,100,47
jackass-best-and-last,Jackass: Best and Last,,Filme,,1,False,94,58
tetra-acreditar-de-novo,Tetra: Acreditar de Novo,2026,Filme,1080p,1,True,120,67
100-noites-de-desejo,100 Noites de Desejo,,Filme,,1,False,92,56
seven-snipers,Seven Snipers,2026,Filme,1080p,3,True,109,56
procurando-adam,Procurando Adam,2024,Filme,1080p,2,True,111,58
michael,Michael,2026,Filme,1080p,2,True,103,50
anjos-da-noite-guerras-de-sangue,Anjos da Noite: Guerras de Sangue,,Filme,1080p,5,True,122,69
alpha,Alpha,,Filme,,1,True,77,41
avatar-o-ultimo-mestre-do-ar-1a-temporada,Avatar: O Último Mestre do Ar 1ª Temporada,2024,Série,1080p,0,True,138,85
dhurandhar-a-vinganca,Dhurandhar: A Vingança,2026,Filme,1080p,3,True,118,65
zico-o-samurai-de-quintino,Zico: O Samurai de Quintino,2026,Filme,1080p,1,True,123,70
anjos-da-noite-a-evolucao,Anjos da Noite: A Evolução,2006,Filme,1080p,4,True,122,69
the-amazing-digital-circus-o-ultimo-ato,The Amazing Digital Circus: O Último Ato,2026,Filme,1080p,4,True,136,83
anjos-da-noite-a-rebeliao,Anjos da Noite: A Rebelião,2009,Filme,1080p,4,True,122,69
pitfall,Pitfall,2026,Filme,1080p,3,True,103,50
mortuaria-2,Mortuária,2005,Filme,1080p,1,True,105,52
backwood-madness,Backwood Madness,2025,Filme,1080p,2,True,112,59
prazer-maximo-garantido-1a-temporada,Prazer Máximo Garantido 1ª Temporada,2026,Série,1080p,0,True,132,79
mexico-1986,México 1986,2026,Filme,1080p,3,True,107,54
great-teacher-onizuka-1a-temporada,Great Teacher Onizuka 1ª Temporada,1999,Série,1080p,0,True,130,77
a-testemunha-1a-temporada,A Testemunha 1ª Temporada,2026,Série,1080p,0,True,121,68
blue-lock-o-filme-episodio-nagi,BLUE LOCK O FILME -EPISÓDIO NAGI-,2024,Filme,1080p,3,True,129,76
o-sussurro,O Sussurro,2026,Filme,1080p,1,True,106,53
the-summoning-of-chloe-kane,The Summoning of Chloe Kane,2026,Filme,1080p,2,True,123,70
todo-mundo-em-panico-colecao,Todo Mundo em Pânico: Coleção,,Filme,,1,True,101,65
reacao-em-cadeia,Reação em Cadeia,1996,Filme,1080p,3,True,112,59
a-casa-de-verao,A Casa de Verão,2026,Filme,1080p,4,True,111,58
um-drink-no-inferno,Um Drink no Inferno,1996,Filme,1080p,3,True,115,62
todo-mundo-em-panico-5,Todo Mundo em Pânico 5,2013,Filme,1080p,1,True,118,65
neglected,Neglected,2026,Filme,1080p,2,True,105,52
